name1,name,value,name1_id,name_id,name1_reclamation,name_reclamation,age,sampling_yr,assembly
BMJ11A_B1,BMJ11A_C3,-1.9067804085032,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_B2,BMJ11A_A3,3.9937821392084,2012,2012,biosolids,biosolids,6,2018,1
BMJ11A_B2,BMJ11A_B1,1.2718375418465,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_B2,BMJ11A_C1,1.1570808360154,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_B2,BMJ11A_C2,-1.68951826810944,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_B2,BMJ11A_C3,1.96335258872204,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C1,BMJ11A_A3,-0.334482787728139,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C1,BMJ11A_B1,-1.70820925661054,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C1,BMJ11A_B2,1.1570808360154,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C1,BMJ11A_C2,-1.11625133032603,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C1,BMJ11A_C3,-2.09044316669664,2012,2012,biosolids,biosolids,6,2018,1
BMJ11A_C2,BMJ11A_A3,2.48524715724016,2012,2012,biosolids,biosolids,6,2018,1
BMJ11A_C2,BMJ11A_B1,-0.994794618543162,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C2,BMJ11A_B2,-1.68951826810944,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C2,BMJ11A_C1,-1.11625133032603,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C2,BMJ11A_C3,-0.341897773113682,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C3,BMJ11A_A3,1.44530826424322,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C3,BMJ11A_B1,-1.9067804085032,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C3,BMJ11A_B2,1.96335258872204,2012,2012,biosolids,biosolids,6,2018,0
BMJ11A_C3,BMJ11A_C1,-2.09044316669664,2012,2012,biosolids,biosolids,6,2018,1
BMJ11A_C3,BMJ11A_C2,-0.341897773113682,2012,2012,biosolids,biosolids,6,2018,0
BN92A_A1,BN92A_A2,-1.11680349641658,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_A3,-1.44356647511964,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_B1,-0.274480052420804,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_B2,-0.551908508247747,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_B3,-0.695178290703746,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_C1,0.352973192532938,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_C2,-0.819278904946456,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A1,BN92A_C3,-0.147379837457566,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_A1,-1.11680349641658,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_A3,-1.14046763086034,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_B1,-2.76118064540995,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_A2,BN92A_B2,-1.6610348266279,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_B3,-1.62690925768513,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_C1,-0.84134358252941,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A2,BN92A_C2,-2.52567830425964,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_A2,BN92A_C3,-0.879783212197322,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_A1,-1.44356647511964,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_A2,-1.14046763086034,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_B1,-0.997069347966364,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_B2,-1.58777330113341,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_B3,-1.54211466027884,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_C1,1.52484536746783,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_C2,-1.35055093259673,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_A3,BN92A_C3,-0.00520324661514804,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B1,BN92A_A1,-0.274480052420804,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B1,BN92A_A2,-2.76118064540995,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B1,BN92A_A3,-0.997069347966364,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B1,BN92A_B2,-2.4174834449386,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B1,BN92A_B3,-2.37315259161576,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B1,BN92A_C1,-1.1417533974895,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B1,BN92A_C2,-2.20073242612666,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B1,BN92A_C3,-1.5943517505853,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_A1,-0.551908508247747,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_A2,-1.6610348266279,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_A3,-1.58777330113341,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_B1,-2.4174834449386,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B2,BN92A_B3,-1.13756235589054,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_C1,-0.711955084976428,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_C2,-1.3835144035601,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B2,BN92A_C3,-1.49216690353275,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_A1,-0.695178290703746,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_A2,-1.62690925768513,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_A3,-1.54211466027884,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_B1,-2.37315259161576,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_B3,BN92A_B2,-1.13756235589054,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_C1,-0.412132493391048,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_C2,-1.61453779515348,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_B3,BN92A_C3,-1.1329020476445,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_A1,0.352973192532938,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_A2,-0.84134358252941,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_A3,1.52484536746783,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_B1,-1.1417533974895,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_B2,-0.711955084976428,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_B3,-0.412132493391048,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_C2,-0.935530877618968,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C1,BN92A_C3,-0.0507633246959842,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C2,BN92A_A1,-0.819278904946456,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C2,BN92A_A2,-2.52567830425964,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_C2,BN92A_A3,-1.35055093259673,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C2,BN92A_B1,-2.20073242612666,1992,1992,no_biosolids,no_biosolids,26,2018,1
BN92A_C2,BN92A_B2,-1.3835144035601,1992,1992,no_biosolids,no_biosolids,26,2018,0
BN92A_C2,BN92A_B3,-1.61453779515348,1992,1992,no_biosolids,no_biosolids,26,2018,0
