	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6255	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Hormiactis	NA
ASV_6256	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Paulisebacina	NA
ASV_6257	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	NA	NA	NA
ASV_6258	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_6259	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	NA
ASV_6260	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	NA
ASV_6261	k__Fungi	p__Basidiomycota	c__Agaricomycetes	NA	NA	NA	NA
ASV_6262	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6263	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6264	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6265	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_6266	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	NA	NA
ASV_6267	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Leucothecium	NA
ASV_6268	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	NA	NA
ASV_6269	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lindgomycetaceae	NA	NA
ASV_6270	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_6271	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Pseudoseptoria	NA
ASV_6272	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Acarosporales	NA	NA	NA
ASV_6273	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
ASV_6274	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_6275	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6276	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_6277	k__Fungi	p__Monoblepharomycota	c__Hyaloraphidiomycetes	o__Hyaloraphidiales	NA	NA	NA
ASV_6278	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_6279	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6280	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pleuroascaceae	NA	NA
ASV_6281	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Clitocella	NA
ASV_6282	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	NA
ASV_6283	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Paralepista	s__flaccida
ASV_6284	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__semiorbis
ASV_6285	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Scytalidium	NA
ASV_6286	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	NA	NA
ASV_6287	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Humicola	NA
ASV_6288	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_6289	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6290	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizales_fam_Incertae_sedis	g__Trichobolus	NA
ASV_6291	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	NA
ASV_6292	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_6293	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6294	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	g__Typhula	s__micans
ASV_6295	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6296	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	g__Phialemonium	NA
ASV_6297	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavaria	s__falcata
ASV_6298	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	NA	NA
ASV_6299	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6300	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Gymnopilus	NA
ASV_6301	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Spizellomycetaceae	g__Gallinipes	NA
ASV_6302	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cryptocline	s__arctostaphyli
ASV_6303	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	s__f._cystidiatum
ASV_6304	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6305	k__Fungi	p__Ascomycota	c__Arthoniomycetes	o__Lichenostigmatales	f__Phaeococcomycetaceae	g__Phaeococcomyces	NA
ASV_6306	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__intermedia
ASV_6307	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Oleoguttula	NA
ASV_6308	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA
ASV_6309	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Cephaliophora	NA
ASV_6310	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Boliniales	f__Boliniales_fam_Incertae_sedis	g__Paramicrothyrium	NA
ASV_6311	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__basiparvispora
ASV_6312	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Ajellomycetaceae	g__Emmonsiellopsis	NA
ASV_6313	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	s__grevillei
ASV_6314	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6315	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Xeromphalina	s__setulipes
ASV_6316	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__tenuissimum
ASV_6317	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Tricellula	NA
ASV_6318	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__roseopurpureum
ASV_6319	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_6320	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_6321	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	NA
ASV_6322	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metapochonia	NA
ASV_6323	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Ochroconis	NA
ASV_6324	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6325	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Paralepista	s__flaccida
ASV_6326	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Paecilomyces	s__variotii
ASV_6327	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Thelidium	NA
ASV_6328	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6329	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Bradymyces	NA
ASV_6330	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6331	k__Fungi	p__Ascomycota	c__Sareomycetes	o__Sareales	NA	NA	NA
ASV_6332	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	NA	NA
ASV_6333	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Bradymyces	NA
ASV_6334	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_6335	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Podosporaceae	NA	NA
ASV_6336	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6337	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Lasionectria	s__hilhorstii
ASV_6338	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Albotricha	s__acutipila
ASV_6339	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6340	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hygrophoraceae	g__Arrhenia	NA
ASV_6341	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	NA	NA
ASV_6342	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Paulisebacina	NA
ASV_6343	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6344	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_6345	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	NA	NA	NA
ASV_6346	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	NA	NA
ASV_6347	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_6348	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	NA	NA
ASV_6349	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hamatocanthoscyphaceae	g__Xenopolyscytalum	NA
ASV_6350	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyphodiscus	NA
ASV_6351	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Clavulinopsis	NA
ASV_6352	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	NA
ASV_6353	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	NA
ASV_6354	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Kostermansinda	s__minima
ASV_6355	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Sorocybe	NA
ASV_6356	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	NA
ASV_6357	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Hemimycena	NA
ASV_6358	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Dominikia	NA
ASV_6359	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6360	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	NA	NA	NA
ASV_6361	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_6362	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arachnomycetaceae	g__Arachnomyces	s__minimus
ASV_6363	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__dubia
ASV_6364	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6365	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Botryotrichum	NA
ASV_6366	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Calloriaceae	g__Polyphilus	NA
ASV_6367	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Juncaceicola	NA
ASV_6368	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Keissleriella	NA
ASV_6369	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira
ASV_6370	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_6371	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6372	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Sporormiella	s__intermedia
ASV_6373	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Sporidesmiella	NA
ASV_6374	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__tomentosus
ASV_6375	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans
ASV_6376	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6377	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Blumeria	s__graminis
ASV_6378	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Boubovia	NA
ASV_6379	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Arthroderma	NA
ASV_6380	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6381	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_6382	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASV_6383	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	NA
ASV_6384	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pluteaceae	g__Pluteus	NA
ASV_6385	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_6386	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA
ASV_6387	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Amphisphaeriaceae	g__Microdochium	NA
ASV_6388	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Sebacinaceae	g__Chaetospermum	NA
ASV_6389	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	NA	NA
ASV_6390	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__europaea
ASV_6391	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__pannorum
ASV_6392	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6393	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6394	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	NA
ASV_6395	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__sylvestris
ASV_6396	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyphodiscus	NA
ASV_6397	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6398	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_6399	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Hydeomyces	s__desertipleosporoides
ASV_6400	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	NA	NA
ASV_6401	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASV_6402	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	NA
ASV_6403	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Lectera	s__longa
ASV_6404	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	NA	NA
ASV_6405	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Pezizomycotina_fam_Incertae_sedis	g__Tricellula	NA
ASV_6406	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Scolecobasidium	NA
ASV_6407	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Phaeohelotium	NA
ASV_6408	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	NA
ASV_6409	k__Fungi	p__Ascomycota	c__Arthoniomycetes	NA	NA	NA	NA
ASV_6410	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6411	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__lacus
ASV_6412	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6413	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	NA	NA
ASV_6414	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Pseudogymnoascus	s__pannorum
ASV_6415	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__tephrensis
ASV_6416	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Ophiocordyceps	s__arborescens
ASV_6417	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	NA
ASV_6418	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	s__poae
ASV_6419	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6420	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Extremaceae	g__Extremus	NA
ASV_6421	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	NA	NA	NA
ASV_6422	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	NA
ASV_6423	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	NA	NA	NA
ASV_6424	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6425	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideomycetes_ord_Incertae_sedis	f__Dothideomycetes_fam_Incertae_sedis	g__Dilophia	NA
ASV_6426	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6427	k__Fungi	p__Basidiomycota	c__Spiculogloeomycetes	o__Spiculogloeales	NA	NA	NA
ASV_6428	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_6429	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6430	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	NA	NA	NA
ASV_6431	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_6432	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_6433	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6434	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Tricladiaceae	g__Spirosphaera	NA
ASV_6435	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Cryptosporiopsis	NA
ASV_6436	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6437	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	NA	NA	NA
ASV_6438	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Paracladophialophoraceae	NA	NA
ASV_6439	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	NA	NA
ASV_6440	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__carnescens
ASV_6441	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Gymnoascaceae	g__Leucothecium	NA
ASV_6442	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Bombardiaceae	g__Ramophialophora	NA
ASV_6443	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Scolecobasidium	NA
ASV_6444	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanoromycetes_ord_Incertae_sedis	f__Micropeltidaceae	NA	NA
ASV_6445	k__Fungi	p__Monoblepharomycota	NA	NA	NA	NA	NA
ASV_6446	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6447	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Tricharina	NA
ASV_6448	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	NA	NA	NA
ASV_6449	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__lakei
ASV_6450	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Parascedosporium	s__putredinis
ASV_6451	k__Fungi	p__Chytridiomycota	c__Spizellomycetes	o__Spizellomycetales	f__Powellomycetaceae	g__Geranomyces	s__tanneri
ASV_6452	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6453	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Arthroderma	NA
ASV_6454	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_6455	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__nidicola
ASV_6456	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__friesii
ASV_6457	k__Fungi	p__Chytridiomycota	NA	NA	NA	NA	NA
ASV_6458	k__Fungi	p__Rozellomycota	NA	NA	NA	NA	NA
ASV_6459	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_6460	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6461	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6462	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_6463	k__Fungi	p__Kickxellomycota	c__Ramicandelaberomycetes	o__Ramicandelaberales	f__Ramicandelaberaceae	g__Ramicandelaber	NA
ASV_6464	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Boliniales	f__Boliniales_fam_Incertae_sedis	g__Paramicrothyrium	NA
ASV_6465	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Claroideoglomeraceae	g__Claroideoglomus	s__drummondii
ASV_6466	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Mollisiaceae	g__Mollisia	NA
ASV_6467	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Verrucariales	f__Verrucariaceae	g__Psoroglaena	NA
ASV_6468	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Ploettnerulaceae	g__Cadophora	NA
ASV_6469	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	s__octomera
ASV_6470	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	NA	NA	NA
ASV_6471	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Cunninghamellaceae	g__Absidia	s__glauca
ASV_6472	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6473	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideaceae	g__Coniozyma	s__leucospermi
ASV_6474	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Taeniospora	s__gracilis
ASV_6475	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	NA
ASV_6476	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	NA
ASV_6477	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Pseudotomentella	NA
ASV_6478	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Basidiodendron	NA
ASV_6479	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6480	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6481	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_6482	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	NA	NA
ASV_6483	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__triticicola
ASV_6484	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Immersiella	NA
ASV_6485	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	NA
ASV_6486	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__globosa
ASV_6487	k__Fungi	NA	NA	NA	NA	NA	NA
